 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance,Veh 3 color,Veh 3 distance,Veh 3 speed,Veh 3 stop,Veh 3 step,Veh 3 deviation,Veh 3 integral,Veh 3 derivative,Veh 3 frontID,Veh 3 frontTime,Veh 3 frontStep,Veh 3 frontSpeed,Veh 3 frontDistance
60,2550,86,0,0,22.5,0,41,14,338,94.5,0,0,-26,0,-27,1,106954,0,87,2550,54,2550,99.225,0,2,16.5,0,17,2,148391,2,126.6390381,385
67,1455,86.5,0,0,29.5,29.5,7,25,321,90,0,0,-15,-15,11,1,107093,0,87.5,1387,17,1666,104.18625,0,2,-20.5,0,-37,2,148693,2,139.6195374,366
8,2550,87,0,0,-29.5,0,-59,68,347,94.5,0,0,28,0,43,1,107238,0,88,1361,58,2550,109.3955625,0,2,20.5,0,41,2,148851,2,146.6005096,403
5,2550,87.5,0,0,-32.5,-32.5,-3,67,326,90,0,0,27,27,-1,1,107379,0,88.5,2550,27,2550,114.8653406,0,2,-10.5,0,-31,2,149131,2,161.6270752,389
67,1387,88,0,0,29.5,0,62,50,321,90,0,0,10,37,-17,1,107517,0,89,2550,6,2550,120.6086077,0,2,-31.5,-31.5,-21,2,149254,2,165,349
76,1361,88.5,0,0,38.5,38.5,9,22,321,90,0,0,-18,0,-28,1,107668,0,89.5,1349,19,2550,126.639038,0,2,-18.5,-50,13,2,149525,2,165,337
24,2550,89,0,0,-13.5,0,-52,15,326,90,0,0,-25,-25,-7,1,107808,0,90,1309,5,2550,132.9709899,0,2,-32.5,-82.5,-14,2,149665,2,165,364
24,2550,89.5,0,0,-13.5,-13.5,0,49,347,94.5,0,0,9,0,34,1,107949,0,90.5,1191,5,2550,139.6195394,0,2,-32.5,-115,0,2,149811,2,165,321
14,1349,90,0,0,-23.5,-37,-10,67,326,90,0,0,27,27,18,1,108098,0,91,1372,4,1070,90,0,2,-33.5,-148.5,-1,2,150098,2,90,321
40,1309,90.5,0,0,2.5,0,26,41,321,90,0,0,1,0,-26,1,108240,0,91.5,2550,4,1037,90,0,2,-33.5,-182,0,2,150390,2,90,365
78,1191,91,0,0,40.5,40.5,38,13,321,90,0,0,-27,0,-28,1,108392,0,92,2550,4,2550,90,0,2,-33.5,-215.5,0,2,150542,2,99.22499847,334
60,1372,91.5,0,0,22.5,63,-18,9,321,90,0,0,-31,-31,-4,1,108532,0,92.5,2550,16,2550,90,0,2,-21.5,-237,12,2,150693,2,104.1862488,345
11,2550,92,0,0,-26.5,0,-49,54,326,90,0,0,14,0,45,1,108669,0,93,2396,4,370,90,0,2,-33.5,-270.5,-12,2,150962,2,114.8653412,357
52,2550,92.5,0,0,14.5,0,41,64,338,94.5,0,0,24,24,10,1,108821,0,93.5,2550,37,357,90,0,2,-0.5,0,33,2,151124,2,120.6086044,385
80,2550,93,0,0,42.5,42.5,28,38,321,90,0,0,-2,0,-26,1,108960,0,94,1809,58,364,94.5,0,2,20.5,0,21,2,151411,2,126.6390381,355
82,2396,93.5,0,0,44.5,87,2,8,340,94.5,0,0,-32,-32,-30,1,109098,0,94.5,1825,10,439,99.225,0,2,-27.5,0,-48,2,151592,2,139.6195374,374
81,2550,94,0,0,43.5,130.5,-1,19,340,99.225,0,0,-21,-53,11,1,109379,0,95.5,1646,5,393,104.18625,0,2,-32.5,-32.5,-5,2,151716,2,146.6005096,384
78,1809,94.5,0,0,40.5,171,-3,60,326,90,0,0,20,0,41,1,109520,0,95.5,1646,30,428,109.3955625,0,2,-7.5,0,25,2,151986,2,161.6270752,365
39,1825,95,0,0,1.5,0,-39,72,321,90,0,0,32,32,12,1,109520,0,96,1619,9,439,114.8653406,0,2,-28.5,-28.5,-21,2,152121,2,165,348
9,1813,95.5,0,0,-28.5,0,-30,74,340,94.5,0,0,34,66,2,1,109792,0,97,1627,20,554,120.6086077,0,2,-17.5,-46,11,2,152446,2,165,374
78,1646,96,0,0,40.5,0,69,60,326,90,0,0,20,86,-14,1,109924,0,97.5,1627,42,429,126.639038,0,2,4.5,0,22,2,152595,2,165,321
80,1619,96.5,0,0,42.5,42.5,2,8,326,90,0,0,-32,0,-52,1,109924,0,97.5,1736,12,429,132.9709899,0,2,-25.5,0,-30,2,152873,2,90,347
79,1642,97,0,0,41.5,84,-1,5,321,90,0,0,-35,-35,-3,1,110070,0,98,2550,22,418,139.6195394,0,2,-15.5,-15.5,10,2,153031,2,90,338
78,1627,97.5,0,0,40.5,124.5,-1,6,324,90,0,0,-34,-69,1,1,110230,0,98.5,1611,57,427,146.6005164,0,2,19.5,0,35,2,153173,2,94.5,355
71,1736,98,0,0,33.5,158,-7,50,326,90,0,0,10,0,44,1,110370,0,99,2550,11,404,153.9305422,0,2,-26.5,0,-46,2,153453,2,104.1862488,348
26,2550,98.5,0,0,-11.5,0,-45,67,324,90,0,0,27,27,17,1,110511,0,99.5,2550,20,411,161.6270693,0,2,-17.5,-17.5,9,2,153593,2,109.3955612,357
33,1611,99,0,0,-4.5,0,7,57,328,90,0,0,17,44,-10,1,110644,0,100,1579,59,384,165,0,2,21.5,0,39,2,153725,2,114.8653412,376
79,2550,99.5,0,0,41.5,0,46,25,334,94.5,0,0,-15,0,-32,1,110785,0,100.5,2550,21,401,165,0,2,-16.5,0,-38,2,153993,2,126.6390381,406
77,2550,100,0,0,39.5,39.5,-2,7,380,99.225,0,0,-33,-33,-18,1,111068,0,101,2550,29,361,165,0,2,-8.5,0,8,2,154281,2,132.970993,391
37,1579,100.5,0,0,-0.5,0,-40,28,329,90,0,0,-12,-45,21,1,111068,0,101.5,1511,52,340,165,0,2,14.5,0,23,2,154421,2,146.6005096,404
26,2550,101,0,0,-11.5,-11.5,-11,68,357,94.5,0,0,28,0,40,1,111221,0,102,1491,23,361,165,0,2,-14.5,0,-29,2,154702,2,161.6270752,391
75,2550,101.5,0,0,37.5,0,49,66,412,99.225,0,0,26,26,-2,1,111358,0,102.5,2550,48,357,165,0,2,10.5,0,25,2,154835,2,165,370
74,1511,102,0,0,36.5,36.5,-1,46,385,104.18625,0,0,6,0,-20,1,111501,0,103,2550,29,348,165,0,2,-8.5,0,-19,2,155151,2,165,334
76,1491,102.5,0,0,38.5,75,2,13,345,109.3955625,0,0,-27,0,-33,1,111657,0,103.5,2550,52,389,165,0,2,14.5,0,23,2,155293,2,165,372
73,2550,103,0,0,35.5,110.5,-3,17,349,114.8653406,0,0,-23,-23,4,1,111800,0,104,2550,21,567,165,0,2,-16.5,0,-31,2,155564,2,165,383
58,2550,103.5,0,0,20.5,131,-15,63,376,120.6086077,0,0,23,0,46,1,111940,0,104.5,2550,43,349,165,0,2,5.5,0,22,2,155704,2,90,347
40,2550,104,0,0,2.5,0,-18,72,410,126.639038,0,0,32,32,9,1,112088,0,105,2550,46,376,165,0,2,8.5,0,3,2,156001,2,94.5,345
59,2550,104.5,0,0,21.5,21.5,19,61,429,132.9709899,0,0,21,53,-11,1,112230,0,105.5,945,29,320,165,0,2,-8.5,0,-17,2,156131,2,90,2550
75,2550,105,0,0,37.5,59,16,21,329,90,0,0,-19,0,-40,1,112378,0,106,921,47,303,165,0,2,9.5,0,18,2,156391,2,94.5,2550
73,2550,105.5,0,0,35.5,94.5,-2,6,330,90,0,0,-34,-34,-15,1,112659,0,107,903,37,279,90,0,2,-0.5,0,-10,2,156524,2,104.1862488,2550
66,945,106,0,0,28.5,123,-7,6,336,94.5,0,0,-34,-68,0,1,112807,0,107,885,14,296,90,0,2,-23.5,-23.5,-23,2,156786,2,109.3955612,2550
55,921,106.5,0,0,17.5,140.5,-11,72,336,99.225,0,0,32,0,66,1,112947,0,107.5,869,60,280,90,0,2,22.5,0,46,2,156923,2,120.6086044,2550
53,903,107,0,0,15.5,156,-2,74,917,104.18625,0,0,34,34,2,1,113088,0,108.5,835,55,326,94.5,0,2,17.5,17.5,-5,2,157191,2,126.6390381,2550
63,885,107.5,0,0,25.5,181.5,10,75,1297,109.3955625,0,0,35,69,1,1,113231,0,109,825,20,320,99.225,0,2,-17.5,0,-35,2,157321,2,90,2000
45,869,108,0,0,7.5,0,-18,77,1295,114.8653406,0,0,37,106,2,1,113370,0,109.5,802,62,320,104.18625,0,2,24.5,0,42,2,157612,2,90,2550
13,849,108.5,0,0,-24.5,0,-32,81,1912,90,0,0,41,147,4,1,113517,0,110,784,36,326,109.3955625,0,2,-1.5,0,-26,2,157742,2,90,2550
63,835,109,0,0,25.5,0,50,80,1718,90,0,0,40,187,-1,1,113680,0,110.5,766,22,321,114.8653406,0,2,-15.5,-15.5,-14,2,157911,2,90,2550
74,825,109.5,0,0,36.5,36.5,11,48,1875,90,0,0,8,0,-32,1,113817,0,111,756,62,304,120.6086077,0,2,24.5,0,40,2,158193,2,90,2550
74,802,110,0,0,36.5,73,0,5,1875,94.5,0,0,-35,0,-43,1,113986,0,111.5,756,33,321,126.639038,0,2,-4.5,0,-29,2,158325,2,90,2550
70,784,110.5,0,0,32.5,105.5,-4,10,397,99.225,0,0,-30,-30,5,1,114157,0,112,742,13,296,90,0,2,-24.5,-24.5,-20,2,158481,2,90,392
55,766,111,0,0,17.5,123,-15,75,420,104.18625,0,0,35,0,65,1,114157,0,112,728,60,321,94.5,0,2,22.5,0,47,2,158664,2,90,334
22,756,111.5,0,0,-15.5,0,-33,77,2550,109.3955625,0,0,37,37,2,1,114338,0,112.5,705,36,326,99.225,0,2,-1.5,0,-24,2,159011,2,90,348
22,742,112,0,0,-15.5,-15.5,0,86,2550,114.8653406,0,0,46,83,9,1,114639,0,113.5,670,16,326,104.18625,0,2,-21.5,-21.5,-20,2,159200,2,94.5,374
65,728,112.5,0,0,27.5,0,43,76,2550,120.6086077,0,0,36,119,-10,1,114781,0,113.5,670,59,251,90,0,2,21.5,0,43,2,159372,2,99.22499847,389
52,705,113,0,0,14.5,14.5,-13,80,2550,90,0,0,40,159,4,1,114781,0,114,654,34,326,94.5,0,2,-3.5,0,-25,2,159523,2,104.1862488,365
6,687,113.5,0,0,-31.5,0,-46,74,411,90,0,0,34,193,-6,1,115069,0,115,624,28,2550,99.225,0,2,-9.5,0,-6,2,159694,2,109.3955612,397
9,670,114,0,0,-28.5,-28.5,3,73,406,90,0,0,33,226,-1,1,115069,0,115,624,54,2550,104.18625,0,2,16.5,0,26,2,160005,2,120.6086044,355
80,654,114.5,0,0,42.5,0,71,13,385,90,0,0,-27,0,-60,1,115222,0,115.5,599,36,2550,109.3955625,0,2,-1.5,0,-18,2,160150,2,126.6390381,370
76,634,115,0,0,38.5,38.5,-4,5,364,94.5,0,0,-35,-35,-8,1,115368,0,90,581,24,2550,114.8653406,0,2,-13.5,-13.5,-12,2,160302,2,132.970993,355
33,624,115.5,0,0,-4.5,0,-43,26,384,99.225,0,0,-14,-49,21,1,115508,0,90,573,31,2550,120.6086077,0,2,-6.5,0,7,2,160584,2,146.6005096,357
12,599,90,0,0,-25.5,-25.5,-21,69,401,104.18625,0,0,29,0,43,1,115660,0,90,554,4,2550,126.639038,0,2,-33.5,-33.5,-27,2,160861,2,90,321
52,581,90,0,0,14.5,0,40,69,401,109.3955625,0,0,29,29,0,1,115801,0,90,551,5,2550,132.9709899,0,2,-32.5,-66,1,2,161012,2,90,321
67,573,90,0,0,29.5,29.5,15,66,1520,114.8653406,0,0,26,55,-3,1,115948,0,90,538,5,2550,139.6195394,0,2,-32.5,-98.5,0,2,161181,2,90,326
43,554,90,0,0,5.5,0,-24,65,2550,120.6086077,0,0,25,80,-1,1,116228,0,89,519,4,2550,146.6005164,0,2,-33.5,-132,-1,2,161482,2,90,321
5,551,90,0,0,-32.5,0,-38,57,392,126.639038,0,0,17,97,-8,1,116228,0,88,506,5,2550,90,0,2,-32.5,-164.5,1,2,161635,2,94.5,340
18,538,89,0,0,-19.5,-19.5,13,47,383,132.9709899,0,0,7,0,-10,1,116372,0,87,491,5,2550,90,0,2,-32.5,-197,0,2,161798,2,99.22499847,304
67,519,88,0,0,29.5,0,49,55,350,139.6195394,0,0,15,15,8,1,116520,0,80,483,5,2550,90,0,2,-32.5,-229.5,0,2,161941,2,90,321
67,506,87,0,0,29.5,29.5,0,68,376,146.6005164,0,0,28,43,13,1,116798,0,80,464,5,2550,90,0,2,-32.5,-262,0,2,162305,2,90,303
11,491,80,0,0,-26.5,0,-56,69,334,153.9305422,0,0,29,72,1,1,116798,0,80,456,5,321,90,0,2,-32.5,-294.5,0,2,162476,2,90,321
6,483,80,0,0,-31.5,-31.5,-5,72,326,90,0,0,32,104,3,1,116938,0,80,443,5,326,90,0,2,-32.5,-327,0,2,162620,2,90,326
75,464,80,0,0,37.5,0,69,76,326,90,0,0,36,140,4,1,117222,0,80,433,52,273,90,0,2,14.5,0,47,2,162791,3,90,221
79,456,80,0,0,41.5,41.5,4,70,328,90,0,0,30,170,-6,1,117222,0,80,420,61,281,90,0,2,23.5,23.5,9,2,163095,3,90,321
15,443,80,0,0,-22.5,0,-64,67,326,90,0,0,27,197,-3,1,117510,0,80,412,59,326,90,0,2,21.5,45,-2,2,163256,3,90,267
5,433,80,0,0,-32.5,-32.5,-10,63,321,90,0,0,23,220,-4,1,117660,0,80,392,56,286,90,0,3,18.5,63.5,-3,2,163448,3,90,236
39,420,80,0,0,1.5,0,34,29,321,90,0,0,-11,0,-34,1,117660,0,80,397,30,321,90,0,3,-7.5,0,-26,2,163625,3,90,235
69,412,80,1,0,1.5,0,34,5,302,90,0,0,-35,-35,-24,1,117810,0,80,397,7,281,90,0,3,-30.5,-30.5,-23,2,163802,3,90,278
45,392,80,1,0,1.5,0,34,13,326,90,0,0,-27,-62,8,1,117950,0,80,397,4,326,90,0,3,-33.5,-64,-3,2,164120,3,90,229
35,397,80,1,0,1.5,0,34,61,326,90,0,0,21,0,48,1,118102,0,80,397,4,320,90,0,3,-33.5,-97.5,0,2,164266,3,90,217
36,397,80,1,0,1.5,0,34,68,259,90,0,0,28,28,7,1,118239,0,80,397,8,321,90,0,3,-29.5,-127,4,2,164430,3,90,267
36,397,80,1,0,1.5,0,34,57,204,90,0,0,17,45,-11,1,118397,0,80,397,4,326,90,0,3,-33.5,-160.5,-4,2,164693,3,90,259
36,397,80,1,0,1.5,0,34,21,199,90,0,1,-19,0,-36,1,118534,1,80,397,4,326,90,0,3,-33.5,-194,0,2,164835,3,90,199
36,397,80,1,0,1.5,0,34,10,195,90,0,1,-30,-30,-11,1,118687,1,80,380,4,326,90,0,3,-33.5,-227.5,0,2,165125,3,90,243
36,397,80,0,1,-1.5,0,-3,5,227,90,0,1,-35,-65,-5,1,118839,1,80,372,4,326,90,0,3,-33.5,-261,0,2,165255,3,90,205
35,397,80,0,1,-2.5,0,-1,4,217,90,0,1,-36,-101,-1,1,118979,1,80,362,4,389,90,0,3,-33.5,-294.5,0,2,165533,3,90,304
26,380,80,0,1,-11.5,-11.5,-9,4,217,90,0,1,-36,-137,0,1,119118,1,80,348,4,2550,90,0,3,-33.5,-328,0,2,165671,3,90,191
5,372,80,0,1,-32.5,-44,-21,4,251,90,0,1,-36,-173,0,1,119268,1,80,338,19,2550,90,0,3,-18.5,-346.5,15,2,165946,3,90,197
5,362,80,0,1,-32.5,-76.5,0,4,229,90,0,1,-36,-209,0,1,119409,1,80,328,5,2550,90,0,3,-32.5,-379,-14,2,166101,3,90,203
5,348,80,0,1,-32.5,-109,0,8,220,90,0,1,-32,-241,4,1,119558,1,80,321,5,2550,90,0,3,-32.5,-411.5,0,2,166384,3,90,321
6,338,80,0,1,-31.5,-140.5,1,7,321,90,0,1,-33,-274,-1,1,119700,1,80,321,4,2550,90,0,3,-33.5,-445,-1,2,166521,3,90,259
5,328,80,0,1,-32.5,-32.5,-1,5,321,90,0,1,-35,-309,-2,1,119840,1,80,320,3,1953,90,0,3,-34.5,-479.5,-1,2,166684,3,90,183
6,321,80,0,1,-31.5,-64,1,5,255,90,0,1,-35,-344,0,1,119980,1,80,304,5,2550,90,0,3,-32.5,-512,2,2,166982,3,90,183
6,321,80,0,1,-31.5,-95.5,0,5,326,90,0,1,-35,-379,0,1,120260,1,80,320,5,2550,90,0,3,-32.5,-544.5,0,2,167128,3,90,173
5,320,80,0,1,-32.5,-128,-1,5,326,90,0,1,-35,-414,0,1,120400,1,80,326,58,2550,94.5,0,0,20.5,0,53,2,167265,3,90,181
4,304,80,0,1,-33.5,-161.5,-1,4,2550,90,0,1,-36,-450,-1,1,120400,1,80,326,56,2550,99.225,0,0,18.5,18.5,-2,2,167569,3,90,2550
6,320,80,0,1,-31.5,-193,2,4,326,90,0,1,-36,-486,0,1,120540,1,80,326,56,2550,104.18625,0,0,18.5,37,0,2,167726,3,90,164
5,326,80,0,1,-32.5,-225.5,-1,5,349,90,0,1,-35,-521,1,1,120690,1,80,1957,60,2550,109.3955625,0,0,22.5,59.5,4,2,167871,3,90,1387
14,326,80,0,1,-23.5,-249,9,4,376,90,0,1,-36,-557,-1,1,120828,1,80,2550,59,2550,114.8653406,0,0,21.5,81,-1,2,168171,3,90,1387
11,326,80,0,1,-26.5,-26.5,-3,7,2550,90,0,1,-33,-590,3,1,120971,1,80,2550,59,2550,120.6086077,0,0,21.5,102.5,0,2,168352,3,90,2550
5,1957,80,0,1,-32.5,-59,-6,5,2550,90,0,1,-35,-625,-2,1,121117,1,80,2550,62,2550,90,0,0,24.5,127,3,2,168526,3,90,2550
6,2550,80,0,1,-31.5,-90.5,1,5,326,90,0,1,-35,-660,0,1,121267,1,80,2550,64,2550,90,0,0,26.5,153.5,2,2,168671,3,90,1603
6,2550,80,0,1,-31.5,-122,0,6,2550,90,0,1,-34,-694,1,1,121548,1,80,2388,64,347,90,0,0,26.5,180,0,2,168974,0,99.22499847,1262
6,2550,80,0,1,-31.5,-153.5,0,6,2550,90,0,1,-34,-728,0,1,121548,1,80,2378,64,384,90,0,0,26.5,206.5,0,2,169123,0,104.1862488,1563
16,2550,80,0,1,-21.5,-175,10,6,2550,90,0,1,-34,-762,0,1,121711,1,80,2365,66,302,90,0,0,28.5,235,2,2,169282,0,109.3955612,1680
5,2388,80,0,1,-32.5,-207.5,-11,6,835,90,0,1,-34,-796,0,1,121851,1,80,2550,49,296,90,0,0,11.5,246.5,-17,2,169583,0,90,1505
6,2378,80,0,1,-31.5,-239,1,6,2550,90,0,1,-34,-830,0,1,122007,1,80,2550,15,326,90,0,0,-22.5,0,-34,2,169721,0,90,173
6,2365,80,0,1,-31.5,-270.5,0,5,2550,90,0,1,-35,-865,-1,1,122148,1,80,2550,4,297,90,0,0,-33.5,-33.5,-11,2,170031,0,90,183
6,2550,80,0,1,-31.5,-302,0,5,2550,90,0,1,-35,-900,0,1,122287,1,80,2550,4,326,94.5,0,0,-33.5,-67,0,2,170183,0,90,298
6,2550,80,0,1,-31.5,-333.5,0,13,2550,90,0,1,-27,-927,8,1,122421,1,80,2550,4,297,90,0,0,-33.5,-100.5,0,2,170353,0,90,179
6,2550,80,0,1,-31.5,-365,0,73,2550,94.5,0,1,33,0,60,1,122561,1,80,2550,5,326,90,0,0,-32.5,-133,1,2,170526,0,90,207
5,2550,80,0,1,-32.5,-397.5,-1,75,2550,99.225,0,1,35,35,2,1,122698,1,80,2550,5,321,90,0,0,-32.5,-165.5,0,2,170835,0,0,183
6,2550,80,0,1,-31.5,-429,1,75,2550,104.18625,0,1,35,70,0,1,122850,1,80,2550,59,326,90,0,0,21.5,0,54,2,170960,0,0,197
5,2550,80,0,1,-32.5,-461.5,-1,78,2550,109.3955625,0,1,38,108,3,1,123129,2,80,2550,61,247,90,0,0,23.5,23.5,2,2,171260,0,0,211
6,2550,80,0,1,-31.5,-493,1,77,1255,90,0,1,37,145,-1,1,123129,2,80.5,2550,24,198,90,0,0,-13.5,0,-37,2,171395,0,0,221
29,2550,80,0,1,-8.5,0,23,77,2550,90,0,1,37,182,0,1,123280,2,81,2550,55,195,90,0,0,17.5,0,31,2,171666,0,0,259
73,2550,80.5,0,2,35.5,0,44,77,326,90,0,1,37,219,0,1,123558,2,82,2550,59,225,90,0,0,21.5,21.5,4,2,171791,0,0,326
74,2550,81,0,2,36.5,36.5,1,75,229,90,0,2,35,254,-2,1,123558,2,82,2550,38,203,90,1,0,21.5,21.5,4,2,172054,0,90,321
78,2550,81.5,0,2,40.5,77,4,71,324,90,0,2,31,285,-4,1,123711,2,82.5,2550,31,213,90,1,0,21.5,21.5,4,2,172330,0,90,321
79,2550,82,0,2,41.5,118.5,1,77,326,90,0,2,37,322,6,1,123859,2,83,2550,38,204,90,1,0,21.5,21.5,4,2,172474,0,90,321
79,2550,82.5,0,2,41.5,160,0,74,174,90,0,2,34,356,-3,1,124008,2,83.5,2550,38,243,90,1,0,21.5,21.5,4,2,172643,0,90,347
79,2550,83,0,2,41.5,201.5,0,70,156,90,0,2,30,386,-4,1,124159,2,84,2550,38,251,90,1,0,21.5,21.5,4,2,172906,0,99.22499847,1179
74,2550,83.5,0,2,36.5,238,-5,71,156,90,0,2,31,417,1,1,124300,2,84.5,1754,38,273,90,1,0,21.5,21.5,4,2,173051,0,104.1862488,1246
76,2550,84,0,2,38.5,276.5,2,78,113,90,0,2,38,455,7,1,124449,2,85,1754,38,326,94.5,0,0,0.5,0,-21,2,173191,0,109.3955612,347
78,2550,84.5,0,2,40.5,317,2,5,185,90,0,2,-35,0,-73,1,124595,2,85.5,1680,52,329,99.225,0,0,14.5,14.5,14,2,173473,0,90,338
75,1754,85,0,2,37.5,354.5,-3,6,326,90,0,2,-34,-34,1,1,124747,2,86,1680,43,326,104.18625,0,0,5.5,0,-9,2,173650,0,90,338
76,1754,85.5,0,2,38.5,393,1,6,2550,94.5,0,2,-34,-68,0,1,124897,2,86.5,1680,41,321,109.3955625,0,0,3.5,0,-2,2,173781,0,90,349
74,1680,86,0,2,36.5,429.5,-2,5,326,90,0,2,-35,-103,-1,1,125045,2,87,1680,49,334,114.8653406,0,0,11.5,11.5,8,2,174056,0,90,340
76,1680,86.5,0,2,38.5,468,2,5,326,90,0,2,-35,-138,0,1,125188,2,87.5,2336,22,321,120.6086077,0,0,-15.5,0,-27,2,174324,0,99.22499847,1662
76,1680,87,0,2,38.5,506.5,0,5,326,90,0,2,-35,-173,0,1,125341,2,88,191,59,326,126.639038,0,0,21.5,0,37,2,174451,0,104.1862488,1627
72,1680,87.5,0,2,34.5,541,-4,5,336,90,0,2,-35,-208,0,1,125477,2,80,2550,48,321,132.9709899,0,0,10.5,10.5,-11,2,174742,0,90,334
5,2336,88,0,2,-32.5,0,-67,5,205,90,0,2,-35,-243,0,1,125612,2,80.5,1628,17,326,139.6195394,0,0,-20.5,0,-31,2,174876,0,90,1573
5,191,80,0,2,-32.5,-32.5,0,5,198,90,0,2,-35,-278,0,1,125756,2,81.5,1603,61,296,90,0,0,23.5,0,44,2,175161,0,90,321
4,2550,80.5,0,2,-33.5,-66,-1,4,149,90,0,2,-36,-314,-1,1,125898,2,81.5,1597,44,326,94.5,0,0,6.5,0,-17,2,175301,0,90,303
5,1628,81,0,2,-32.5,-98.5,1,16,156,90,0,2,-24,-338,12,1,126049,2,82,1615,16,282,90,0,0,-21.5,0,-28,2,175442,0,90,326
7,1603,81.5,0,2,-30.5,-129,2,71,149,90,0,2,31,0,55,1,126331,2,83,1539,60,288,90,0,0,22.5,0,44,2,175721,0,90,326
6,1597,82,0,2,-31.5,-160.5,-1,69,149,90,0,2,29,29,-2,1,126331,2,83,1539,55,324,94.5,0,0,17.5,17.5,-5,2,175983,0,90,2550
6,1615,82.5,0,2,-31.5,-192,0,66,2550,94.5,0,2,26,55,-3,1,126480,2,83.5,1527,6,326,99.225,0,0,-31.5,0,-49,2,176134,0,99.22499847,389
5,1555,83,0,2,-32.5,-224.5,-1,68,174,90,0,2,28,83,2,1,126620,2,84,1509,57,321,104.18625,0,0,19.5,0,51,2,176262,0,90,2550
5,1539,83.5,0,2,-32.5,-257,0,69,191,90,0,2,29,112,1,1,126797,2,84.5,1495,41,329,109.3955625,0,0,3.5,0,-16,2,176531,0,90,391
5,1527,84,0,2,-32.5,-289.5,0,73,199,90,0,2,33,145,4,1,126969,2,85,1480,22,326,114.8653406,0,0,-15.5,0,-19,2,176694,0,94.5,392
6,1509,84.5,0,2,-31.5,-321,1,74,199,90,0,2,34,179,1,1,126969,2,85,1480,66,321,120.6086077,0,0,28.5,0,44,2,176974,0,99.22499847,348
6,1495,85,0,2,-31.5,-352.5,0,72,175,90,0,2,32,211,-2,1,127132,2,85.5,1478,67,1328,126.639038,0,0,29.5,29.5,1,2,177114,0,109.3955612,389
25,1480,85.5,0,2,-12.5,-365,19,70,197,90,0,2,30,241,-2,1,127298,2,86,1482,68,326,132.9709899,0,0,30.5,60,1,2,177275,0,114.8653412,329
77,1478,86,0,2,39.5,0,52,60,145,90,0,2,20,261,-10,1,127451,2,86.5,1450,64,326,139.6195394,0,0,26.5,86.5,-4,2,177575,0,90,321
74,1482,86.5,0,2,36.5,36.5,-3,5,154,0,1,2,20,261,-10,1,127622,2,87,1434,61,326,146.6005164,0,0,23.5,110,-3,2,177745,0,90,321
74,1450,87,0,2,36.5,73,0,4,149,0,1,2,20,261,-10,1,127771,2,87.5,1190,59,326,90,0,0,21.5,131.5,-2,2,177916,0,90,321
75,1434,87.5,0,2,37.5,110.5,1,4,128,0,1,2,20,261,-10,1,127908,2,88,1404,63,1648,90,0,0,25.5,157,4,2,178071,0,90,326
75,1190,88,0,2,37.5,148,0,4,175,0,1,2,20,261,-10,1,128049,2,88.5,1388,8,326,90,0,0,-29.5,0,-55,2,178265,0,90,340
78,1404,88.5,0,2,40.5,188.5,3,4,206,0,1,2,20,261,-10,1,128187,2,89,1381,71,267,90,0,0,33.5,0,63,2,178593,0,99.22499847,376
80,1388,89,0,2,42.5,231,2,4,209,0,1,2,20,261,-10,1,128471,2,90,1358,76,1579,94.5,0,0,38.5,38.5,5,2,178742,0,104.1862488,349
55,1381,89.5,0,2,17.5,248.5,-25,4,213,0,1,2,20,261,-10,1,128471,2,90,1358,10,273,90,0,0,-27.5,0,-66,2,178880,0,109.3955612,355
6,1368,90,0,2,-31.5,0,-49,4,204,0,1,2,20,261,-10,1,128618,2,90.5,1341,61,330,94.5,0,0,23.5,0,51,2,179143,0,120.6086044,385
6,1358,90.5,0,2,-31.5,-31.5,0,4,241,0,1,2,20,261,-10,1,128768,2,91,1341,66,2550,99.225,0,0,28.5,28.5,5,2,179296,0,126.6390381,385
6,1341,91,0,2,-31.5,-63,0,4,326,90,0,2,-36,0,-56,1,128937,2,91.5,1341,65,326,104.18625,0,0,27.5,56,-1,2,179586,0,132.970993,357
5,1341,91.5,0,2,-32.5,-95.5,-1,4,263,90,0,2,-36,-36,0,1,129074,2,92,1341,57,326,109.3955625,0,0,19.5,75.5,-8,2,179745,0,146.6005096,412
5,1341,92,0,2,-32.5,-128,0,4,249,90,0,2,-36,-72,0,1,129218,2,92.5,1341,56,326,114.8653406,0,0,18.5,94,-1,2,179900,0,153.930542,384
6,1341,92.5,0,2,-31.5,-159.5,1,4,302,90,0,2,-36,-108,0,1,129364,2,93,1341,46,321,120.6086077,0,0,8.5,0,-10,2,180201,0,165,338
6,1341,93,0,2,-31.5,-191,0,4,235,90,0,2,-36,-144,0,1,129507,2,93.5,1267,61,336,126.639038,0,0,23.5,23.5,15,2,180471,0,165,353
6,1341,93.5,0,2,-31.5,-222.5,0,6,273,90,0,2,-34,-178,2,1,129647,2,94,1259,66,326,132.9709899,0,0,28.5,52,5,2,180632,0,90,330
