 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance,Veh 3 color,Veh 3 distance,Veh 3 speed,Veh 3 stop,Veh 3 step,Veh 3 deviation,Veh 3 integral,Veh 3 derivative,Veh 3 frontID,Veh 3 frontTime,Veh 3 frontStep,Veh 3 frontSpeed,Veh 3 frontDistance
15,2550,98.5,0,0,-22.5,0,-54,19,340,99.225,0,0,-21,-56,14,1,52179,0,98,2550,24,474,165,0,0,-13.5,0,-20,2,73018,0,0,184
14,2550,99,0,0,-23.5,-23.5,-1,66,340,104.18625,0,0,26,0,47,1,52328,0,98.5,2550,42,357,165,0,0,4.5,0,18,2,73275,0,0,220
80,2550,99.5,0,0,42.5,0,66,67,321,90,0,0,27,27,1,1,52471,0,99,2550,60,916,165,0,0,22.5,22.5,18,2,73421,0,0,321
78,2550,100,0,0,40.5,40.5,-2,50,340,94.5,0,0,10,37,-17,1,52631,0,99.5,2550,65,885,165,0,0,27.5,50,5,2,73722,0,90,225
69,2550,100.5,0,0,31.5,72,-9,29,321,90,0,0,-11,0,-21,1,52798,0,100,2550,69,894,165,0,0,31.5,81.5,4,2,73881,0,90,212
57,2550,101,0,0,19.5,91.5,-12,20,326,90,0,0,-20,-20,-9,1,52940,0,100.5,2550,67,864,165,0,0,29.5,111,-2,2,74023,0,90,213
46,2550,101.5,0,0,8.5,0,-11,53,329,90,0,0,13,0,33,1,53210,0,101.5,2550,62,321,90,0,0,24.5,135.5,-5,2,74314,0,90,217
60,2550,102,0,0,22.5,22.5,14,71,383,94.5,0,0,31,31,18,1,53210,0,101.5,2550,65,794,90,0,0,27.5,163,3,2,74456,0,90,221
75,2550,102.5,0,0,37.5,60,15,67,357,99.225,0,0,27,58,-4,1,53368,0,102,2550,66,330,90,0,0,28.5,191.5,1,2,74732,0,0,233
65,2550,103,0,0,27.5,87.5,-10,17,340,104.18625,0,0,-23,0,-50,1,53650,0,103,2550,28,326,90,0,0,-9.5,0,-38,2,74882,0,0,271
43,2550,103.5,0,0,5.5,0,-22,4,329,90,0,0,-36,-36,-13,1,53650,0,103,2550,51,191,90,0,0,13.5,0,23,2,75191,0,0,321
67,2550,104,0,0,29.5,29.5,24,6,389,94.5,0,0,-34,-70,2,1,53810,0,103.5,2550,37,1281,94.5,0,0,-0.5,0,-14,2,75345,0,90,321
76,1267,104.5,0,0,38.5,68,9,47,408,99.225,0,0,7,0,41,1,53957,0,104,1267,47,878,99.225,0,0,9.5,0,10,2,75494,0,90,326
74,2550,105,0,0,36.5,104.5,-2,72,408,104.18625,0,0,32,32,25,1,54109,0,104.5,2550,44,241,90,0,0,6.5,0,-3,2,75780,0,90,259
68,2550,105.5,0,0,30.5,135,-6,71,2550,109.3955625,0,0,31,63,-1,1,54259,0,105,2550,49,213,90,0,0,11.5,11.5,5,2,75914,0,90,271
56,2550,106,0,0,18.5,153.5,-12,38,353,114.8653406,0,0,-2,0,-33,1,54400,0,105.5,2550,53,1611,94.5,0,0,15.5,27,4,2,76063,0,90,281
44,2550,106.5,0,0,6.5,0,-12,5,340,120.6086077,0,0,-35,-35,-33,1,54547,0,106,2550,56,826,99.225,0,0,18.5,45.5,3,2,76346,0,90,294
55,2550,107,0,0,17.5,17.5,11,14,345,126.639038,0,0,-26,-61,9,1,54692,0,106.5,2550,55,778,104.18625,0,0,17.5,63,-1,2,76501,0,90,326
76,2550,107.5,0,0,38.5,56,21,75,1316,132.9709899,0,0,35,0,61,1,54831,0,107,2550,57,804,109.3955625,0,0,19.5,82.5,2,2,76793,0,90,326
73,2550,108,0,0,35.5,91.5,-3,74,939,139.6195394,0,0,34,34,-1,1,54988,0,107.5,2550,60,209,90,0,0,22.5,105,3,2,76924,0,94.5,340
67,2550,108.5,0,0,29.5,121,-6,75,1299,146.6005164,0,0,35,69,1,1,55140,0,108,2550,49,2550,90,0,0,11.5,116.5,-11,2,77083,0,99.22499847,345
58,2550,109,0,0,20.5,141.5,-9,81,1389,153.9305422,0,0,41,110,6,1,55282,0,108.5,2550,31,198,90,0,0,-6.5,0,-18,2,77381,0,109.3955612,348
35,2550,109.5,0,0,-2.5,0,-23,82,1993,90,0,0,42,152,1,1,55427,0,109,2550,59,326,94.5,0,0,21.5,0,28,2,77521,0,114.8653412,349
41,2550,110,0,0,3.5,0,6,77,1944,90,0,0,37,189,-5,1,55588,0,109.5,2550,61,2550,99.225,0,0,23.5,23.5,2,2,77676,0,120.6086044,338
61,2550,110.5,0,0,23.5,23.5,20,41,1944,90,0,0,1,0,-36,1,55730,0,110,2550,64,2550,104.18625,0,0,26.5,50,3,2,77961,0,132.970993,330
39,2550,111,0,0,1.5,0,-22,5,389,94.5,0,0,-35,0,-36,1,56010,0,110.5,2550,64,2550,109.3955625,0,0,26.5,76.5,0,2,78114,0,90,330
17,2550,111.5,0,0,-20.5,0,-22,18,353,99.225,0,0,-22,-22,13,1,56010,0,111,2550,63,185,90,0,0,25.5,102,-1,2,78382,0,90,329
58,2550,112,0,0,20.5,0,41,75,404,104.18625,0,0,35,0,57,1,56149,0,111.5,2550,40,203,90,0,0,2.5,0,-23,2,78514,0,94.5,334
79,2550,112.5,0,0,41.5,41.5,21,78,2550,109.3955625,0,0,38,38,3,1,56290,0,112,2550,49,166,90,0,0,11.5,11.5,9,2,78671,0,99.22499847,353
37,2550,113,0,0,-0.5,0,-42,86,2550,114.8653406,0,0,46,84,8,1,56426,0,112.5,2550,39,175,90,0,0,1.5,0,-10,2,78962,0,109.3955612,401
5,2471,113.5,0,0,-32.5,-32.5,-32,74,383,120.6086077,0,0,34,118,-12,1,56559,0,113,2471,42,205,90,1,0,1.5,0,-10,2,79115,0,114.8653412,412
41,2412,114,0,0,3.5,0,36,89,383,90,0,0,49,167,15,1,56700,0,113.5,2412,51,213,90,1,0,1.5,0,-10,2,79403,0,126.6390381,460
71,2550,114.5,0,0,33.5,33.5,30,46,2550,90,0,0,6,0,-43,1,56859,0,114,2550,52,241,90,1,0,1.5,0,-10,2,79543,0,132.970993,847
21,2550,115,0,0,-16.5,0,-50,6,326,90,0,0,-34,0,-40,1,57018,0,114.5,2550,52,263,90,1,0,1.5,0,-10,2,79831,0,139.6195374,847
5,2550,115.5,0,0,-32.5,-32.5,-16,6,391,94.5,0,0,-34,-34,0,1,57299,0,115,2550,52,308,94.5,0,0,14.5,14.5,13,2,80001,0,153.930542,835
15,2367,116,0,0,-22.5,-55,10,69,393,99.225,0,0,29,0,63,1,57299,0,115.5,2367,51,326,99.225,0,0,13.5,28,-1,2,80143,0,161.6270752,796
53,2378,116.5,0,0,15.5,0,38,72,2550,104.18625,0,0,32,32,3,1,57597,0,116.5,2378,44,365,104.18625,0,0,6.5,0,-7,2,80428,0,165,772
67,2271,117,0,0,29.5,29.5,14,59,326,90,0,0,19,51,-13,1,57597,0,116.5,2271,45,345,109.3955625,0,0,7.5,0,1,2,80561,0,165,764
24,2550,117.5,0,0,-13.5,0,-43,42,392,94.5,0,0,2,0,-17,1,57748,0,117,2550,42,347,114.8653406,0,0,4.5,0,-3,2,80852,0,165,788
6,2299,118,0,0,-31.5,-31.5,-18,43,435,99.225,0,0,3,0,1,1,58021,0,118,2299,42,389,120.6086077,0,0,4.5,0,0,2,80982,0,165,750
49,2213,118.5,0,0,11.5,0,43,65,2550,104.18625,0,0,25,25,22,1,58021,0,118,2213,39,395,126.639038,0,0,1.5,0,-3,2,81268,0,165,788
70,2550,119,0,0,32.5,32.5,21,68,418,109.3955625,0,0,28,53,3,1,58168,0,118.5,2550,37,380,132.9709899,0,0,-0.5,0,-2,2,81402,0,165,762
33,2550,119.5,0,0,-4.5,0,-37,66,418,114.8653406,0,0,26,79,-2,1,58310,0,119,2550,40,446,139.6195394,0,0,2.5,0,3,2,81696,0,165,861
6,2550,120,0,0,-31.5,-31.5,-27,67,404,120.6086077,0,0,27,106,1,1,58450,0,119.5,2550,38,428,146.6005164,0,0,0.5,0,-2,2,81861,0,165,748
35,2214,120.5,0,0,-2.5,0,29,68,425,90,0,0,28,134,1,1,58601,0,120,2214,36,330,153.9305422,0,0,-1.5,0,-2,2,82004,0,165,748
74,2181,121,0,0,36.5,0,39,68,447,90,0,0,28,162,0,1,58878,0,121,2550,38,408,161.6270693,0,0,0.5,0,2,2,82276,0,165,2550
52,2550,121.5,0,0,14.5,14.5,-22,59,397,90,0,0,19,181,-9,1,58878,0,121,2550,38,403,165,0,0,0.5,0,0,2,82415,0,165,921
6,2132,122,0,0,-31.5,0,-46,10,384,90,0,0,-30,0,-49,1,59041,0,121.5,2132,41,397,165,0,0,3.5,0,3,2,82690,0,165,921
32,2114,122.5,0,0,-5.5,0,26,4,393,94.5,0,0,-36,-36,-6,1,59199,0,122,2114,37,397,165,0,0,-0.5,0,-4,2,82861,0,165,2550
77,2550,123,0,0,39.5,0,45,67,411,99.225,0,0,27,0,63,1,59351,0,122.5,2550,38,411,165,0,0,0.5,0,1,2,82992,0,165,872
60,2382,123.5,0,0,22.5,22.5,-17,69,420,104.18625,0,0,29,29,2,1,59487,0,123,2382,47,397,165,0,0,9.5,0,9,2,83261,0,165,762
8,2366,124,0,0,-29.5,0,-52,66,404,109.3955625,0,0,26,55,-3,1,59639,0,123.5,2366,28,393,165,0,0,-9.5,0,-19,2,83413,0,165,978
14,2231,124.5,0,0,-23.5,-23.5,6,62,384,114.8653406,0,0,22,77,-4,1,59790,0,124,2231,47,384,165,0,0,9.5,0,19,2,83670,0,165,947
78,2185,125,0,0,40.5,0,64,56,401,120.6086077,0,0,16,93,-6,1,59937,0,124.5,2185,47,389,165,0,0,9.5,0,0,2,83801,0,165,894
74,1989,125.5,0,0,36.5,36.5,-4,54,411,126.639038,0,0,14,107,-2,1,60081,0,125,1989,30,392,165,0,0,-7.5,0,-17,2,84076,0,165,887
5,1927,126,0,0,-32.5,0,-69,40,420,90,0,0,0,0,-14,1,60238,0,125.5,1927,44,376,165,0,0,6.5,0,14,2,84213,0,165,856
5,1909,126.5,0,0,-32.5,-32.5,0,21,403,94.5,0,0,-19,-19,-19,1,60388,0,126,1909,46,384,165,0,0,8.5,0,2,2,84501,0,165,1551
67,1892,127,0,0,29.5,0,62,41,404,99.225,0,0,1,0,20,1,60527,0,126.5,1892,26,424,165,0,0,-11.5,0,-20,2,84631,0,165,1507
77,1900,127.5,0,0,39.5,39.5,10,67,412,104.18625,0,0,27,27,26,1,60668,0,127,1900,49,532,165,0,0,11.5,0,23,2,84911,0,165,1127
11,1843,128,0,0,-26.5,0,-66,61,425,109.3955625,0,0,21,48,-6,1,60818,0,127.5,1843,34,389,165,0,0,-3.5,0,-15,2,85065,0,165,1119
6,1829,128.5,0,0,-31.5,-31.5,-5,12,427,114.8653406,0,0,-28,0,-49,1,60950,0,128,1829,36,401,165,0,0,-1.5,0,2,2,85231,0,90,1054
42,1805,129,0,0,4.5,0,36,6,435,120.6086077,0,0,-34,-34,-6,1,61230,0,129,1791,38,428,165,0,0,0.5,0,2,2,85521,0,90,1024
68,1791,129.5,0,0,30.5,30.5,26,82,439,126.639038,0,0,42,0,76,1,61368,0,129,1791,53,348,165,0,0,15.5,15.5,15,2,85672,0,90,1012
33,1771,130,0,0,-4.5,0,-35,77,439,132.9709899,0,0,37,37,-5,1,61368,0,129.5,1771,10,348,165,0,0,-27.5,0,-43,2,85942,0,90,1028
9,1748,130,0,0,-28.5,-28.5,-24,66,436,139.6195394,0,0,26,63,-11,1,61501,0,130,1748,49,365,165,0,0,11.5,0,39,2,86075,0,94.5,2550
11,1730,130,0,0,-26.5,-55,2,35,443,146.6005164,0,0,-5,0,-31,1,61641,0,130,1730,34,326,165,0,0,-3.5,0,-15,2,86235,0,99.22499847,2550
57,1706,130,0,0,19.5,0,46,14,447,153.9305422,0,0,-26,-26,-21,1,61800,0,130,1706,29,297,90,0,0,-8.5,0,-5,2,86535,0,104.1862488,2550
69,1694,130,0,0,31.5,31.5,12,34,420,161.6270693,0,0,-6,0,20,1,61951,0,130,1694,47,326,94.5,0,0,9.5,0,18,2,86663,0,90,2550
16,1671,130,0,0,-21.5,0,-53,69,431,165,0,0,29,0,35,1,62093,0,130,1671,32,326,99.225,0,0,-5.5,0,-15,2,86961,0,99.22499847,2550
5,1656,130,0,0,-32.5,-32.5,-11,66,420,165,0,0,26,26,-3,1,62246,0,130,1656,30,321,104.18625,0,0,-7.5,0,-2,2,87111,0,104.1862488,2550
73,1627,130,0,0,35.5,0,68,6,425,165,0,0,-34,0,-60,1,62392,0,130,1627,47,326,109.3955625,0,0,9.5,0,17,2,87263,0,109.3955612,901
75,1611,130,0,0,37.5,37.5,2,5,418,165,0,0,-35,-35,-1,1,62541,0,130,1611,57,326,114.8653406,0,0,19.5,19.5,10,2,87523,0,90,762
22,1588,130,0,0,-15.5,0,-53,8,391,165,0,0,-32,-67,3,1,62686,0,130,1588,48,326,120.6086077,0,0,10.5,30,-9,2,87651,0,90,762
5,1567,130,0,0,-32.5,-32.5,-17,58,397,165,0,0,18,0,50,1,62849,0,130,1567,52,326,126.639038,0,0,14.5,44.5,4,2,87953,0,94.5,762
65,1551,130,0,0,27.5,0,60,69,392,165,0,0,29,29,11,1,63009,0,130,1551,55,328,132.9709899,0,0,17.5,62,3,2,88095,0,104.1862488,757
73,1535,130,0,0,35.5,35.5,8,70,382,165,0,0,30,59,1,1,63160,0,130,1535,55,326,139.6195394,0,0,17.5,79.5,0,2,88391,0,109.3955612,757
17,1512,130,0,0,-20.5,0,-56,15,393,165,0,0,-25,0,-55,1,63308,0,130,1512,60,326,146.6005164,0,0,22.5,102,5,2,88523,0,120.6086044,764
6,1489,130,0,0,-31.5,-31.5,-11,5,355,165,0,0,-35,-35,-10,1,63469,0,130,1489,65,138,90,0,0,27.5,129.5,5,2,88661,0,90,764
59,1482,130,0,0,21.5,0,53,25,338,165,0,0,-15,-50,20,1,63619,0,130,1482,67,137,90,0,0,29.5,159,2,2,88945,0,90,750
72,1448,130,0,0,34.5,34.5,13,73,376,165,0,0,33,0,48,1,63779,0,130,1448,69,149,90,0,0,31.5,190.5,2,2,89073,0,90,750
18,1421,130,0,0,-19.5,0,-54,71,321,90,0,0,31,31,-2,1,63952,0,130,1421,44,149,90,0,0,6.5,0,-25,2,89242,0,90,740
5,1399,130,0,0,-32.5,-32.5,-13,64,353,94.5,0,0,24,55,-7,1,64127,0,130,1421,24,162,90,1,0,6.5,0,-25,2,89530,0,99.22499847,754
64,1376,130,0,0,26.5,0,59,44,340,99.225,0,0,4,0,-20,1,64127,0,130,1399,54,164,90,1,0,6.5,0,-25,2,89672,0,104.1862488,772
76,1360,130,0,0,38.5,38.5,12,17,345,104.18625,0,0,-23,0,-27,1,64312,0,130,1376,55,166,90,1,0,6.5,0,-25,2,89951,0,114.8653412,730
15,1360,130,0,0,-22.5,0,-61,25,410,109.3955625,0,0,-15,-15,8,1,64460,0,130,1360,55,185,90,1,0,6.5,0,-25,2,90253,0,120.6086044,728
16,1360,130,0,0,-21.5,-21.5,1,68,380,114.8653406,0,0,28,0,43,1,64600,0,130,1360,54,233,90,1,0,6.5,0,-25,2,90381,0,132.970993,728
77,1360,130,0,0,39.5,0,61,68,370,120.6086077,0,0,28,28,0,1,64767,0,130,1360,54,229,90,1,0,6.5,0,-25,2,90654,0,139.6195374,740
78,1360,130,0,0,40.5,40.5,1,14,364,126.639038,0,0,-26,0,-54,1,64908,0,130,1360,54,326,94.5,0,0,16.5,16.5,10,2,90812,0,153.930542,721
79,1360,130,0,0,41.5,82,1,5,392,132.9709899,0,0,-35,-35,-9,1,65056,0,130,1360,51,326,99.225,0,0,13.5,30,-3,2,90956,0,161.6270752,710
81,1246,130,0,0,43.5,125.5,2,50,410,139.6195394,0,0,10,0,45,1,65208,0,130,1360,47,259,90,0,0,9.5,0,-4,2,91111,0,165,661
79,1219,130,0,0,41.5,167,-2,71,380,146.6005164,0,0,31,31,21,1,65489,0,130,1219,62,326,94.5,0,0,24.5,24.5,15,2,91393,0,165,680
79,1199,130,0,0,41.5,208.5,0,55,376,153.9305422,0,0,15,46,-16,1,65489,0,130,1219,55,326,99.225,0,0,17.5,42,-7,2,91541,0,165,680
79,1187,130,0,0,41.5,250,0,13,437,161.6270693,0,0,-27,0,-42,1,65657,0,130,1199,56,321,104.18625,0,0,18.5,60.5,1,2,91832,0,165,609
76,1183,130,0,0,38.5,288.5,-3,9,361,165,0,0,-31,-31,-4,1,65798,0,130,1187,56,326,109.3955625,0,0,18.5,79,0,2,91981,0,165,598
77,1164,130,0,0,39.5,328,1,56,366,165,0,0,16,0,47,1,65940,0,130,1183,57,321,114.8653406,0,0,19.5,98.5,1,2,92275,0,165,618
75,1866,130,0,0,37.5,365.5,-2,78,347,165,0,0,38,38,22,1,66079,0,130,1164,56,247,90,0,0,18.5,117,-1,2,92421,0,165,597
5,1842,130,0,0,-32.5,0,-70,16,411,165,0,0,-24,0,-62,1,66239,0,130,1866,38,237,90,0,0,0.5,0,-18,2,92692,0,165,562
5,1817,130,0,0,-32.5,-32.5,0,4,348,165,0,0,-36,-36,-12,1,66381,0,130,1842,68,233,90,0,0,30.5,30.5,30,2,92841,0,165,555
10,1801,130,0,0,-27.5,-60,5,9,326,90,0,0,-31,-67,5,1,66537,0,130,1817,71,228,90,0,0,33.5,64,3,2,92981,0,165,565
20,1779,130,0,0,-17.5,-77.5,10,50,326,90,0,0,10,0,41,1,66682,0,130,1801,31,229,90,1,0,33.5,64,3,2,93251,0,165,603
66,1767,130,0,0,28.5,0,46,62,355,94.5,0,0,22,22,12,1,66837,0,130,1779,23,229,90,1,0,33.5,64,3,2,93380,0,165,618
70,1752,130,0,0,32.5,32.5,4,59,329,90,0,0,19,41,-3,1,66968,0,130,1767,30,271,90,1,0,33.5,64,3,2,93684,0,165,483
71,1726,130,0,0,33.5,66,1,29,357,94.5,0,0,-11,0,-30,1,67267,0,130,1752,30,303,94.5,0,0,-7.5,0,-41,2,93817,0,165,525
71,1706,130,0,0,33.5,99.5,0,10,353,99.225,0,0,-30,-30,-19,1,67267,0,130,1726,57,321,99.225,0,0,19.5,0,27,2,94112,0,165,525
69,1688,130,0,0,31.5,131,-2,39,361,104.18625,0,0,-1,0,29,1,67417,0,130,1706,56,383,104.18625,0,0,18.5,18.5,-1,2,94254,0,165,456
74,1662,130,0,0,36.5,167.5,5,66,412,109.3955625,0,0,26,0,27,1,67701,0,130,1688,58,321,109.3955625,0,0,20.5,39,2,2,94400,0,165,420
76,1648,130,0,0,38.5,206,2,58,411,114.8653406,0,0,18,18,-8,1,67701,0,130,1662,59,326,114.8653406,0,0,21.5,60.5,1,2,94704,0,165,460
37,1638,130,0,0,-0.5,0,-39,30,382,120.6086077,0,0,-10,0,-28,1,67869,0,130,1648,60,326,120.6086077,0,0,22.5,83,1,2,94854,0,165,397
23,1625,130,0,0,-14.5,-14.5,-14,21,393,126.639038,0,0,-19,-19,-9,1,68011,0,130,1638,59,255,90,0,0,21.5,104.5,-1,2,95145,0,165,397
78,1597,130,0,0,40.5,0,55,49,428,132.9709899,0,0,9,0,28,1,68148,0,130,1625,31,259,90,0,0,-6.5,0,-28,2,95315,0,165,357
80,1581,130,0,0,42.5,42.5,2,67,416,139.6195394,0,0,27,27,18,1,68306,0,130,1597,30,259,90,0,0,-7.5,0,-1,2,95456,0,165,403
80,1569,130,0,0,42.5,85,0,24,473,146.6005164,0,0,-16,0,-43,1,68448,0,130,1581,43,273,90,0,0,5.5,0,13,2,95632,0,165,340
78,1563,130,0,0,40.5,125.5,-2,5,473,153.9305422,0,0,-35,-35,-19,1,68728,0,130,1563,18,322,94.5,0,0,-19.5,0,-25,2,95938,0,165,326
79,1551,130,0,0,41.5,167,1,68,473,161.6270693,0,0,28,0,63,1,68886,0,130,1551,55,385,99.225,0,0,17.5,0,37,2,96102,0,94.5,334
75,2550,130,0,0,37.5,204.5,-4,73,1288,165,0,0,33,33,5,1,69047,0,130,2550,50,483,104.18625,0,0,12.5,12.5,-5,2,96255,0,90,340
73,2550,130,0,0,35.5,240,-2,75,1288,165,0,0,35,68,2,1,69188,0,130,2550,16,1278,109.3955625,0,0,-21.5,0,-34,2,96421,0,94.5,429
44,2550,130,0,0,6.5,0,-29,75,1232,165,0,0,35,103,0,1,69337,0,130,2550,50,812,114.8653406,0,0,12.5,0,34,2,96605,0,99.22499847,1495
5,2550,130,0,0,-32.5,0,-39,74,1201,90,0,0,34,137,-1,1,69497,0,130,2550,37,917,120.6086077,0,0,-0.5,0,-13,2,96961,0,104.1862488,2550
5,2550,130,0,0,-32.5,-32.5,0,75,1183,90,0,0,35,172,1,1,69497,0,130,2550,30,831,126.639038,0,0,-7.5,0,-7,2,97110,0,114.8653412,321
29,2550,130,0,0,-8.5,0,24,74,1171,90,0,0,34,206,-1,1,69772,0,130,2550,40,923,132.9709899,0,0,2.5,0,10,2,97256,0,90,372
42,2550,130,0,0,4.5,0,13,77,1171,90,0,0,37,243,3,1,69927,0,130,2550,30,831,139.6195394,0,0,-7.5,0,-10,2,97415,0,94.5,376
24,2550,130,0,0,-13.5,0,-18,69,1152,90,0,0,29,272,-8,1,70072,0,130,2550,45,2550,146.6005164,0,0,7.5,0,15,2,97585,0,99.22499847,376
10,2550,130,0,0,-27.5,-27.5,-14,66,1152,90,0,0,26,298,-3,1,70227,0,130,2550,32,786,153.9305422,0,0,-5.5,0,-13,2,97826,0,104.1862488,372
50,2550,130,0,0,12.5,0,40,81,1152,90,0,0,41,339,15,1,70227,0,130,2550,41,756,161.6270693,0,0,3.5,0,9,2,98034,0,109.3955612,2550
69,2550,130,0,0,31.5,31.5,19,66,427,90,0,0,26,365,-15,1,70398,0,130,2550,34,758,165,0,0,-3.5,0,-7,2,98210,0,114.8653412,2550
14,2550,130,0,0,-23.5,0,-55,48,399,90,0,0,8,0,-18,1,70542,0,130,2550,41,756,165,0,0,3.5,0,7,2,98571,0,90,376
4,2550,130,0,0,-33.5,-33.5,-10,13,416,94.5,0,0,-27,0,-35,1,70827,0,130,2550,33,756,165,0,0,-4.5,0,-8,2,98771,0,94.5,380
48,2550,130,0,0,10.5,0,44,6,420,99.225,0,0,-34,-34,-7,1,70827,0,130,2550,39,742,165,0,0,1.5,0,6,2,98955,0,99.22499847,399
68,2550,130,0,0,30.5,30.5,20,6,416,104.18625,0,0,-34,-68,0,1,70971,0,130,2550,44,742,165,0,0,6.5,0,5,2,99111,0,104.1862488,384
50,2550,130,0,0,12.5,43,-18,5,424,109.3955625,0,0,-35,-103,-1,1,71258,0,130,2550,30,742,165,0,0,-7.5,0,-14,2,99268,0,109.3955612,338
7,2550,130,0,0,-30.5,0,-43,31,469,90,0,0,-9,0,26,1,71258,0,130,2550,43,677,165,0,0,5.5,0,13,2,99586,0,114.8653412,416
12,2550,130,0,0,-25.5,-25.5,5,60,469,94.5,0,0,20,0,29,1,71417,0,130,2550,30,668,165,0,0,-7.5,0,-13,2,99755,0,126.6390381,2550
55,2550,130,0,0,17.5,0,43,64,469,99.225,0,0,24,24,4,1,71559,0,130,2550,51,668,165,0,0,13.5,0,21,2,99901,0,132.970993,2550
58,1876,130,0,0,20.5,20.5,3,63,184,90,0,0,23,47,-1,1,71701,0,130,2550,22,653,165,0,0,-15.5,0,-29,2,100193,0,90,2550
15,2550,130,0,0,-22.5,0,-43,64,184,90,0,0,24,71,1,1,71988,0,130,2550,52,706,165,0,0,14.5,0,30,2,100341,0,90,2550
7,2550,130,0,0,-30.5,-30.5,-8,62,185,90,0,0,22,93,-2,1,72131,0,130,2550,33,706,165,0,0,-4.5,0,-19,2,100622,0,90,403
58,2380,130,0,0,20.5,0,51,64,179,90,0,0,24,117,2,1,72131,0,130,2550,33,706,165,0,0,-4.5,0,0,2,100765,0,90,380
73,2550,130,0,0,35.5,35.5,15,66,166,90,0,0,26,143,2,1,72422,0,130,2380,36,706,165,0,0,-1.5,0,3,2,100914,0,94.5,399
46,2495,130,0,0,8.5,0,-27,38,162,90,0,0,-2,0,-28,1,72422,0,130,2550,46,706,165,0,0,8.5,0,10,2,101213,0,104.1862488,408
8,1762,130,0,0,-29.5,0,-38,8,166,0,1,0,-2,0,-28,1,72567,0,130,2495,25,706,165,0,0,-12.5,0,-21,2,101376,0,109.3955612,425
32,1726,130,0,0,-5.5,0,24,24,170,0,1,0,-2,0,-28,1,72717,0,130,1762,52,706,165,0,0,14.5,0,27,2,101671,0,114.8653412,366
83,2550,130,0,0,45.5,0,51,33,174,0,1,0,-2,0,-28,1,72850,0,130,1726,30,706,165,0,0,-7.5,0,-22,2,101821,0,90,384
43,1687,130,0,0,5.5,0,-40,34,184,0,1,0,-2,0,-28,1,72999,0,130,2550,48,2550,165,0,0,10.5,0,18,2,101979,0,90,401
5,1668,130,0,0,-32.5,0,-38,34,205,0,1,0,-2,0,-28,1,73149,0,130,1687,30,2550,165,0,0,-7.5,0,-18,2,102275,0,94.5,384
8,1648,130,0,0,-29.5,-29.5,3,34,220,0,1,0,-2,0,-28,1,73299,0,130,1668,53,1529,165,0,0,15.5,0,23,2,102433,0,104.1862488,401
45,2350,130,0,0,7.5,0,37,34,321,90,0,0,-6,0,-4,1,73439,0,130,1648,58,1503,165,0,0,20.5,20.5,5,2,102632,0,109.3955612,410
66,2288,130,0,0,28.5,28.5,21,37,243,90,0,0,-3,0,3,1,73580,0,130,2350,61,1452,165,0,0,23.5,44,3,2,102805,0,114.8653412,420
17,1603,130,0,0,-20.5,0,-49,70,225,90,0,0,30,0,33,1,73717,0,130,2288,59,2000,165,0,0,21.5,65.5,-2,2,102982,0,120.6086044,448
5,1566,130,0,0,-32.5,-32.5,-12,71,212,90,0,0,31,31,1,1,73878,0,130,1603,58,2550,165,0,0,20.5,86,-1,2,103306,0,126.6390381,447
52,1577,130,0,0,14.5,0,47,71,213,90,0,0,31,62,0,1,74019,0,130,1566,61,2550,165,0,0,23.5,109.5,3,2,103448,0,139.6195374,399
76,1557,130,0,0,38.5,38.5,24,72,217,90,0,0,32,94,1,1,74161,0,130,1577,68,2550,90,0,0,30.5,140,7,2,103604,0,146.6005096,456
17,1520,130,0,0,-20.5,0,-59,63,217,90,0,0,23,117,-9,1,74315,0,130,1557,63,2550,90,0,0,25.5,165.5,-5,2,103903,0,153.930542,403
6,1520,130,0,0,-31.5,-31.5,-11,28,221,0,1,0,23,117,-9,1,74459,0,130,1520,67,2550,90,0,0,29.5,195,4,2,104066,0,165,393
41,1520,130,0,0,3.5,0,35,11,219,0,1,0,23,117,-9,1,74596,0,130,1520,68,2550,90,0,0,30.5,225.5,1,2,104288,0,165,412
57,1520,130,0,0,19.5,19.5,16,10,233,0,1,0,23,117,-9,1,74757,0,130,1520,40,2550,90,0,0,2.5,0,-28,2,104471,0,165,408
16,1520,130,0,0,-21.5,0,-41,10,271,0,1,0,23,117,-9,1,74901,0,130,1520,6,546,94.5,0,0,-31.5,0,-34,2,104643,0,165,355
7,1520,130,0,0,-30.5,-30.5,-9,10,321,90,0,0,-30,0,-53,1,75038,0,130,1520,56,546,99.225,0,0,18.5,0,50,2,104942,0,165,336
66,1520,130,0,0,28.5,0,59,16,321,90,0,0,-24,-24,6,1,75180,0,130,1520,64,2550,104.18625,0,0,26.5,26.5,8,2,105072,0,90,321
78,1520,130,0,0,40.5,40.5,12,71,321,90,0,0,31,0,55,1,75321,0,130,1520,25,2550,109.3955625,0,0,-12.5,0,-39,2,105214,0,90,321
